drugId,drugName,drugType
CHEMBL1951032,ADP-597,Small molecule
CHEMBL2105630,ALVESPIMYCIN HYDROCHLORIDE,Small molecule
CHEMBL2107389,GESTONORONE CAPROATE,Small molecule
CHEMBL2108280,CENERSEN,Oligonucleotide
CHEMBL2108774,PLATELET CONCENTRATE,Unknown
CHEMBL2137199,CHEMBL2137199,Small molecule
CHEMBL2426701,LEVOVERBENONE,Small molecule
CHEMBL255696,GLYCERYL MONOSTEARATE,Small molecule
CHEMBL277945,SULTOPRIDE,Small molecule
CHEMBL279229,URAPIDIL,Small molecule
CHEMBL3183067,CHEMBL3183067,Small molecule
CHEMBL3301571,VESIGENURTUCEL-L,Cell
CHEMBL330829,ETOZOLIN,Small molecule
CHEMBL3338194,BMS-903452,Small molecule
CHEMBL334167,CHEMBL334167,Small molecule
CHEMBL338853,CHEMBL338853,Small molecule
CHEMBL3545106,TM30339,Protein
CHEMBL3746569,CHEMBL3746569,Small molecule
CHEMBL3833321,LECANEMAB,Antibody
CHEMBL3989444,VISNADINE,Small molecule
CHEMBL3989754,FLURBIPROFEN SODIUM,Small molecule
CHEMBL4078182,CHEMBL4078182,Small molecule
CHEMBL419186,CHEMBL419186,Small molecule
CHEMBL4297585,TRIHEPTANOIN,Small molecule
CHEMBL4297846,SEMZUVOLIMAB,Antibody
CHEMBL4301600,BMS-823778,Small molecule
CHEMBL434,ISOPROTERENOL,Small molecule
CHEMBL44083,BIS(ETHYL)NORSPERMINE,Small molecule
CHEMBL444832,PD-157672,Small molecule
CHEMBL446785,CROCIN,Oligosaccharide
CHEMBL447878,N-ACETYLGLUCOSAMINE ,Small molecule
CHEMBL4594254,SIMPINICLINE,Small molecule
CHEMBL4650262,LEXANERSEN,Oligonucleotide
CHEMBL502384,TRIETHYLENEMELAMINE,Small molecule
CHEMBL5095295,THR-184,Unknown
CHEMBL5095777,CHEMBL5095777,Unknown
CHEMBL549343,CHEMBL549343,Small molecule
CHEMBL584734,CHEMBL584734,Small molecule
CHEMBL587723,AEE-788,Small molecule
CHEMBL609988,CHEMBL609988,Small molecule
CHEMBL961,DITIOCARB,Small molecule
CHEMBL1071,OXAPROZIN,Small molecule
CHEMBL1187231,METFORMIN XR,Small molecule
CHEMBL1198650,CHEMBL1198650,Small molecule
CHEMBL1201170,LITHIUM CITRATE,Small molecule
CHEMBL1201716,MECASERMIN,Protein
CHEMBL1213271,"2-AMINO-1-METHYL-6- PHENYLIMIDAZO[4,5- B]PYRIDINE",Small molecule
CHEMBL1234613,NADIDE,Small molecule
CHEMBL1236157,CHEMBL1236157,Small molecule
CHEMBL1236189,TRIHYDROXYARSENITE(III),Small molecule
CHEMBL1262,OXICONAZOLE,Small molecule
CHEMBL1397,POSACONAZOLE,Small molecule
CHEMBL147806,GSK-369796,Small molecule
CHEMBL1531873,CHEMBL1531873,Small molecule
CHEMBL161084,MIRFENTANIL,Small molecule
CHEMBL163,RITONAVIR,Small molecule
CHEMBL191413,REPARIXIN,Small molecule
CHEMBL1952410,CHEMBL1952410,Small molecule
CHEMBL2097002,SELENIC ACID,Small molecule
CHEMBL2103975,VAPREOTIDE,Protein
CHEMBL2104807,NEQUINATE,Small molecule
CHEMBL2107608,THEODRENALINE,Small molecule
CHEMBL2108187,CLENOLIXIMAB,Antibody
CHEMBL2170016,CHEMBL2170016,Small molecule
CHEMBL2177630,CHEMBL2177630,Small molecule
CHEMBL2178351,CHEMBL2178351,Small molecule
CHEMBL220808,SARIZOTAN,Small molecule
CHEMBL224128,20-HYDROXYECDYSONE,Small molecule
CHEMBL233970,CHEMBL233970,Small molecule
CHEMBL2364659,ONTUXIZUMAB,Antibody
CHEMBL2365533,CHEMBL2365533,Small molecule
CHEMBL246205,CHEMBL246205,Small molecule
CHEMBL275084,ISOBUTYLMETHYLXANTHINE,Small molecule
CHEMBL279816,TRICHLOROETHYLENE,Small molecule
CHEMBL291962,LEUCINE,Small molecule
CHEMBL306823,SODIUM DICHLOROACETATE,Small molecule
CHEMBL3093756,CHEMBL3093756,Small molecule
CHEMBL3094408,CHEMBL3094408,Small molecule
CHEMBL3113165,VLX-1005,Small molecule
CHEMBL31422,MALTOL,Small molecule
CHEMBL316127,CHEMBL316127,Small molecule
CHEMBL3185457,CHEMBL3185457,Small molecule
CHEMBL3236386,CHEMBL3236386,Small molecule
CHEMBL3237547,CEDAZURIDINE,Small molecule
CHEMBL3264002,AVUTOMETINIB,Small molecule
CHEMBL3330104,CHEMBL3330104,Small molecule
CHEMBL3353356,CHEMBL3353356,Small molecule
CHEMBL3545317,REFANEZUMAB,Antibody
CHEMBL366871,CHEMBL366871,Small molecule
CHEMBL3707220,ICOSABUTATE,Small molecule
CHEMBL389767,CHEMBL389767,Small molecule
CHEMBL393820,VALOPICITABINE,Small molecule
CHEMBL3989691,ELTROMBOPAG OLAMINE,Small molecule
CHEMBL3989769,NEOMYCIN SULFATE,Small molecule
CHEMBL400841,CHEMBL400841,Small molecule
CHEMBL4085557,CHEMBL4085557,Small molecule
CHEMBL409427,CHEMBL409427,Small molecule
CHEMBL415690,BETADEX,Oligosaccharide
CHEMBL4281941,CHEMBL4281941,Small molecule
CHEMBL4297313,OT-551,Small molecule
CHEMBL4297426,SAMARIUM SM-153,Small molecule
CHEMBL4297674,BRANEBRUTINIB,Small molecule
CHEMBL4297748,EP-100,Unknown
CHEMBL4297879,.ALPHA.1-PROTEINASE INHIBITOR HUMAN,Protein
CHEMBL4297999,ISIS-333611,Unknown
CHEMBL4303060,MELPHALAN FLUFENAMIDE,Small molecule
CHEMBL431,SPIRAPRIL,Small molecule
CHEMBL431733,NAMODENOSON,Small molecule
CHEMBL4594422,LB-102,Small molecule
CHEMBL4594481,MEDI-547,Unknown
CHEMBL4594575,SABATOLIMAB,Antibody
CHEMBL4650257,CEPADACURSEN SODIUM,Oligonucleotide
CHEMBL4650423,DANBURSTOTUG,Protein
CHEMBL481931,MK-0731,Small molecule
CHEMBL495898,CHEMBL495898,Small molecule
CHEMBL5095387,NVX-COV2373,Unknown
CHEMBL518043,FEDOVAPAGON,Small molecule
CHEMBL5194790,CHEMBL5194790,Unknown
CHEMBL538937,CHEMBL538937,Small molecule
CHEMBL574817,CHEMBL574817,Small molecule
CHEMBL591501,PF-03049423,Small molecule
CHEMBL600213,CHEMBL600213,Small molecule
CHEMBL93783,CHEMBL93783,Small molecule
CHEMBL98350,LY-294002,Small molecule
CHEMBL1075834,SHP-627,Small molecule
CHEMBL1083390,INTEPIRDINE,Small molecule
CHEMBL113948,CHEMBL113948,Small molecule
CHEMBL118218,IROFULVEN,Small molecule
CHEMBL119521,ETHYL HYDROGEN HEXYLPHOSPHONATE,Small molecule
CHEMBL1200622,PARICALCITOL,Small molecule
CHEMBL1200679,ZINC CHLORIDE,Small molecule
CHEMBL1200922,MEBUTAMATE,Small molecule
CHEMBL1201484,SODIUM POLYSTYRENE SULFONATE,Small molecule
CHEMBL1206161,CHEMBL1206161,Small molecule
CHEMBL1230468,CHEMBL1230468,Small molecule
CHEMBL1233953,CHEMBL1233953,Small molecule
CHEMBL1269202,CHEMBL1269202,Small molecule
CHEMBL134022,CHEMBL134022,Small molecule
CHEMBL14193,4-HYDROXYBENZALDEHYDE,Small molecule
CHEMBL1494709,CHEMBL1494709,Small molecule
CHEMBL1505,ALMOTRIPTAN,Small molecule
CHEMBL1579,PARAMETHASONE,Small molecule
CHEMBL1673159,VCH-759,Small molecule
CHEMBL1713,CHLORPROMAZINE HYDROCHLORIDE,Small molecule
CHEMBL1729021,CHEMBL1729021,Small molecule
CHEMBL1741037,R(+)XK469,Small molecule
CHEMBL1750,CLOFARABINE,Small molecule
CHEMBL1779046,TARAFENACIN,Small molecule
CHEMBL1812161,VATIQUINONE,Small molecule
CHEMBL2104095,CHOLINE SALICYLATE,Small molecule
CHEMBL2105107,INECALCITOL,Small molecule
CHEMBL2105372,ROCIVERINE,Small molecule
CHEMBL2107763,ODIPARCIL,Small molecule
CHEMBL2108693,SYRUP,Unknown
CHEMBL2109637,HUHMFG1,Antibody
CHEMBL2148074,CHEMBL2148074,Small molecule
CHEMBL225546,EQUILENIN,Small molecule
CHEMBL2365940,DAROTROPIUM,Small molecule
CHEMBL237370,CINNAMIC ACID HYDROXAMATE,Small molecule
CHEMBL247620,CHEMBL247620,Small molecule
CHEMBL252424,CHEMBL252424,Small molecule
CHEMBL267099,TUBERCIDIN,Small molecule
CHEMBL269915,CHEMBL269915,Small molecule
CHEMBL270164,GW607117X,Small molecule
CHEMBL285527,CHEMBL285527,Small molecule
CHEMBL286494,HYPERICIN,Antibody
CHEMBL3039597,GENTAMICIN,Small molecule
CHEMBL308148,SAREDUTANT,Small molecule
CHEMBL3181841,RAMOSETRON HYDROCHLORIDE,Small molecule
CHEMBL323348,DIMETHYL PHTHALATE,Small molecule
CHEMBL3287282,CHEMBL3287282,Small molecule
CHEMBL3301589,ENFORTUMAB VEDOTIN,Antibody
CHEMBL3354350,AZD-3043,Small molecule
CHEMBL339427,TUBOCURARINE,Small molecule
CHEMBL3422101,CHEMBL3422101,Small molecule
CHEMBL34259,METHOTREXATE,Small molecule
CHEMBL3544992,DENINTUZUMAB,Antibody
CHEMBL3545101,KRP203,Small molecule
CHEMBL3545164,AZD2066,Small molecule
CHEMBL3545366,VOXTALISIB,Small molecule
CHEMBL3590187,CLASCOTERONE,Small molecule
CHEMBL3818875,GSK2256294,Small molecule
CHEMBL3833345,BIRTAMIMAB,Antibody
CHEMBL3833374,ANDECALIXIMAB,Antibody
CHEMBL3989558,METHYSERGIDE MALEATE,Small molecule
CHEMBL3989752,OXETORONE,Small molecule
CHEMBL3989830,SIBUTRAMINE HYDROCHLORIDE,Small molecule
CHEMBL3989996,PORGAVIXIMAB,Antibody
CHEMBL4088977,CHEMBL4088977,Small molecule
CHEMBL415768,DEOXYANDROGRAPHOLIDE,Small molecule
CHEMBL420,GUANABENZ,Small molecule
CHEMBL4296717,RESMINOSTAT,Small molecule
CHEMBL4297165,CHLOROQUINE HYDROCHLORIDE,Small molecule
CHEMBL4297223,MITAPIVAT SULFATE,Small molecule
CHEMBL4297256,ABT-384,Small molecule
CHEMBL4297899,AZD-0156,Unknown
CHEMBL4297957,AVASOPASEM MANGANESE,Small molecule
CHEMBL4297993,EMD-1201081,Unknown
CHEMBL4303611,PFK-158,Small molecule
CHEMBL44618,CHLOROFORM,Small molecule
CHEMBL461522,DIPYRONE,Small molecule
CHEMBL4650377,AV-380,Unknown
CHEMBL4650435,BOTENSILIMAB,Antibody
CHEMBL4802139,VK-0214,Small molecule
CHEMBL4802209,INCB-086550,Unknown
CHEMBL488231,CHEMBL488231,Small molecule
CHEMBL489798,CHEMBL489798,Small molecule
CHEMBL5095308,EVUNZEKIBART,Unknown
CHEMBL52011,THIODIGALACTOSIDE,Small molecule
CHEMBL535607,BX 471,Small molecule
CHEMBL538940,CHEMBL538940,Small molecule
CHEMBL558486,CHEMBL558486,Small molecule
CHEMBL571209,INDOXIMOD,Small molecule
CHEMBL572361,CHEMBL572361,Small molecule
CHEMBL593157,CHEMBL593157,Small molecule
CHEMBL599552,INDIGO,Small molecule
CHEMBL601661,CHEMBL601661,Small molecule
CHEMBL706,CETYL ALCOHOL,Small molecule
CHEMBL807,MEMANTINE,Small molecule
CHEMBL1034,DICLOFENAC SODIUM,Small molecule
CHEMBL1078971,CHEMBL1078971,Small molecule
CHEMBL1172560,HYDROXYPHENYL PROPIONIC ACID,Small molecule
CHEMBL1200482,CEFOPERAZONE SODIUM,Small molecule
CHEMBL1200654,BENOXINATE HYDROCHLORIDE,Small molecule
CHEMBL1201012,FLURANDRENOLIDE,Small molecule
CHEMBL1201301,MANGAFODIPIR,Small molecule
CHEMBL1201327,ACETRIZOIC ACID,Small molecule
CHEMBL1201634,INSULIN ZINC SUSP PURIFIED BEEF/PORK,Protein
CHEMBL1201662,DESIRUDIN,Protein
CHEMBL1201773,PRASUGREL HYDROCHLORIDE,Small molecule
CHEMBL1201825,RANIBIZUMAB,Antibody
CHEMBL120979,CHEMBL120979,Small molecule
CHEMBL1231574,LEVOMEFOLIC ACID,Small molecule
CHEMBL1231801,CHEMBL1231801,Small molecule
CHEMBL1237026,TESAMORELIN,Protein
CHEMBL1254025,NOLASIBAN,Small molecule
CHEMBL1269258,CE-326597,Small molecule
CHEMBL1311,ISOSORBIDE MONONITRATE,Small molecule
CHEMBL1622638,TOLONIUM,Small molecule
CHEMBL1673046,CHEMBL1673046,Small molecule
CHEMBL1697753,ASPIRIN DL-LYSINE,Small molecule
CHEMBL1908377,PYRVINIUM PAMOATE,Small molecule
CHEMBL2018302,TUBASTATIN A,Small molecule
CHEMBL2022996,CHEMBL2022996,Small molecule
CHEMBL2051960,CARBAZOCHROME,Small molecule
CHEMBL2063441,CHEMBL2063441,Small molecule
CHEMBL209490,CHEMBL209490,Small molecule
CHEMBL2104979,PERFLUBUTANE,Small molecule
CHEMBL2108042,PAGIBAXIMAB,Antibody
CHEMBL2108334,EPTACOG ALFA (ACTIVATED),Protein
CHEMBL2109393,RG-7160,Antibody
CHEMBL2220295,CHEMBL2220295,Small molecule
CHEMBL2315924,CHEMBL2315924,Small molecule
CHEMBL259850,AR-A014418,Small molecule
CHEMBL272595,CHEMBL272595,Small molecule
CHEMBL274536,CHEMBL274536,Small molecule
CHEMBL279786,BATIMASTAT,Small molecule
CHEMBL304428,SB-218078,Small molecule
CHEMBL3182744,CHEMBL3182744,Small molecule
CHEMBL321582,BUCINDOLOL,Small molecule
CHEMBL323542,CHEMBL323542,Small molecule
CHEMBL3259907,BI 224436,Small molecule
CHEMBL3301573,DORGENMELTUCEL-L,Cell
CHEMBL3329658,CHEMBL3329658,Small molecule
CHEMBL3353355,CHEMBL3353355,Small molecule
CHEMBL3394722,CHEMBL3394722,Small molecule
CHEMBL3545093,ZYH7,Small molecule
CHEMBL3545296,ARQ-736,Small molecule
CHEMBL3545334,AVE8134,Small molecule
CHEMBL3746329,SHR-4640,Small molecule
CHEMBL3769507,CHEMBL3769507,Small molecule
CHEMBL377104,CHEMBL377104,Small molecule
CHEMBL3988900,ZINC OXIDE,Small molecule
CHEMBL401476,CHEMBL401476,Small molecule
CHEMBL4073826,CHEMBL4073826,Small molecule
CHEMBL4160754,CHEMBL4160754,Small molecule
CHEMBL418068,RHEIN,Small molecule
CHEMBL4226937,CHEMBL4226937,Small molecule
CHEMBL428496,WORTMANNIN,Small molecule
CHEMBL4297391,DISACCHARIDE TRIPEPTIDE GLYCEROL DIPALMITOYL,Small molecule
CHEMBL4297719,CDX-014,Unknown
CHEMBL4298028,TAVOLIMAB,Antibody
CHEMBL4303679,CHEMBL4303679,Small molecule
CHEMBL445472,16.ALPHA.-BROMOEPIANDROSTERONE,Small molecule
CHEMBL4594400,GUMARONTINIB,Small molecule
CHEMBL460901,Arabinouridine 3'-Phosphate,Small molecule
CHEMBL4650340,TRAZPIROBEN,Small molecule
CHEMBL482193,CHEMBL482193,Small molecule
CHEMBL504888,METHAMIDOPHOS,Small molecule
CHEMBL5095029,PF-04634817,Small molecule
CHEMBL5095332,DVX-201,Unknown
CHEMBL549386,FOTEMUSTINE,Small molecule
CHEMBL552338,PF-3409409,Small molecule
CHEMBL577144,CHEMBL577144,Small molecule
CHEMBL595439,CHEMBL595439,Small molecule
CHEMBL64195,BECLAMIDE,Small molecule
CHEMBL770,TOLAZOLINE,Small molecule
CHEMBL7890,L-NAME,Small molecule
CHEMBL829,METHYLPROMAZINE,Small molecule
CHEMBL84158,TIAPRIDE,Small molecule
CHEMBL89598,VIGABATRIN,Small molecule
CHEMBL96433,CHEMBL96433,Small molecule
CHEMBL108358,TIAZOFURIN,Small molecule
CHEMBL1089221,BENDAZAC,Small molecule
CHEMBL113644,CHEMBL113644,Small molecule
CHEMBL1140,NIACINAMIDE,Small molecule
CHEMBL1191,SULFAMETHIZOLE,Small molecule
CHEMBL1199307,DISTIGMINE,Small molecule
CHEMBL1200418,DOBUTAMINE HYDROCHLORIDE,Small molecule
CHEMBL1200703,CHLORDIAZEPOXIDE HYDROCHLORIDE,Small molecule
CHEMBL1201146,NORETHINDRONE ACETATE,Small molecule
CHEMBL1208894,CHEMBL1208894,Small molecule
CHEMBL1213083,CHEMBL1213083,Small molecule
CHEMBL1229767,CHEMBL1229767,Small molecule
CHEMBL1231605,CHEMBL1231605,Small molecule
CHEMBL1231862,CHEMBL1231862,Small molecule
CHEMBL1232416,METHYLMALONIC ACID,Small molecule
CHEMBL1236482,CHEMBL1236482,Small molecule
CHEMBL1255739,METHAPYRILENE HYDROCHLORIDE,Small molecule
CHEMBL1270326,CHEMBL1270326,Small molecule
CHEMBL1389,LEVONORGESTREL,Small molecule
CHEMBL1427,HYPOXANTHINE,Small molecule
CHEMBL1602127,CHEMBL1602127,Small molecule
CHEMBL1800807,ANACETRAPIB,Small molecule
CHEMBL1808645,CHEMBL1808645,Small molecule
CHEMBL181932,OTERACIL,Small molecule
CHEMBL194911,CHEMBL194911,Small molecule
CHEMBL1972527,CHEMBL1972527,Small molecule
CHEMBL2047692,CHEMBL2047692,Small molecule
CHEMBL2063447,CHEMBL2063447,Small molecule
CHEMBL2105231,PIPROZOLIN,Small molecule
CHEMBL2105477,BROVANEXINE,Small molecule
CHEMBL2107361,PELITREXOL,Small molecule
CHEMBL2108040,MIROCOCEPT,Protein
CHEMBL2109469,AFASEVIKUMAB,Antibody
CHEMBL2111084,BELOTECAN,Small molecule
CHEMBL2158626,CHEMBL2158626,Small molecule
CHEMBL218746,CHEMBL218746,Small molecule
CHEMBL2216825,LACTOQUINOMYCIN,Small molecule
CHEMBL2407895,CHEMBL2407895,Small molecule
CHEMBL248702,DEXFENFLURAMINE,Small molecule
CHEMBL24957,CHEMBL24957,Small molecule
CHEMBL266510,FLINDOKALNER,Small molecule
CHEMBL271741,CHEMBL271741,Small molecule
CHEMBL286796,ETHYL FERULATE,Small molecule
CHEMBL305187,IFENPRODIL,Small molecule
CHEMBL3091687,CHEMBL3091687,Small molecule
CHEMBL3127501,CHEMBL3127501,Small molecule
CHEMBL3187032,CHEMBL3187032,Small molecule
CHEMBL33103,ACETYLSEROTONIN,Small molecule
CHEMBL3416885,RO-5028442,Small molecule
CHEMBL3422095,CHEMBL3422095,Small molecule
CHEMBL3544953,SAF312,Small molecule
CHEMBL3545385,WX-037,Small molecule
CHEMBL356362,ISOPENTENYLPYROPHOSPHATE,Small molecule
CHEMBL3600717,CHEMBL3600717,Small molecule
CHEMBL3633802,ETC-159,Small molecule
CHEMBL3707254,FURAZIDIN,Small molecule
CHEMBL3707334,PERBORIC ACID,Small molecule
CHEMBL3989911,VELDOREOTIDE,Protein
CHEMBL3989929,AZELIRAGON,Small molecule
CHEMBL4061360,CHEMBL4061360,Small molecule
CHEMBL4071058,CHEMBL4071058,Small molecule
CHEMBL4104117,CHEMBL4104117,Small molecule
CHEMBL4112323,CHEMBL4112323,Small molecule
CHEMBL4165848,CHEMBL4165848,Small molecule
CHEMBL4211107,ATB-346,Small molecule
CHEMBL4228587,CHEMBL4228587,Small molecule
CHEMBL4293418,CHEMBL4293418,Small molecule
CHEMBL4297534,GLASDEGIB MALEATE,Small molecule
CHEMBL4297673,TRORILUZOLE HYDROCHLORIDE,Protein
CHEMBL4297730,CONCIZUMAB,Antibody
CHEMBL4297901,AZD-5312,Unknown
CHEMBL4297997,IODINE I 131 APAMISTAMAB,Antibody
CHEMBL4303288,ABACAVIR SULFATE,Small molecule
CHEMBL437190,CHEMBL437190,Small molecule
CHEMBL446,SULFAMETHAZINE,Small molecule
CHEMBL4525203,CHEMBL4525203,Unknown
CHEMBL4650273,SETMELANOTIDE ACETATE,Protein
CHEMBL465161,GINKGOLIDE A,Small molecule
CHEMBL469686,CHEMBL469686,Small molecule
CHEMBL496978,IOFOLASTAT I 123,Small molecule
CHEMBL498847,SECNIDAZOLE,Small molecule
CHEMBL50894,ALSTERPAULLONE,Small molecule
CHEMBL5095305,DAVOCETICEPT,Protein
CHEMBL5095348,RELUSCOVTOGENE RALAPLASMID,Gene
CHEMBL517,DISOPYRAMIDE,Small molecule
CHEMBL521203,CHEMBL521203,Small molecule
CHEMBL526479,CHEMBL526479,Small molecule
CHEMBL540929,CHEMBL540929,Small molecule
CHEMBL550972,CHEMBL550972,Small molecule
CHEMBL570015,GSK-256066,Small molecule
CHEMBL572878,TOZASERTIB,Small molecule
CHEMBL71360,CHEMBL71360,Small molecule
CHEMBL86658,CHEMBL86658,Small molecule
CHEMBL104444,CHEMBL104444,Small molecule
CHEMBL1095777,INDACATEROL,Small molecule
CHEMBL1097895,CHEMBL1097895,Small molecule
CHEMBL1160508,L-Cysteinesulfinic Acid,Small molecule
CHEMBL1195136,SNX 5422,Small molecule
CHEMBL1200689,NITRIC OXIDE,Small molecule
CHEMBL1200797,TECHNETIUM TC 99M SUCCIMER,Small molecule
CHEMBL1201054,SELENOMETHIONINE SE 75,Small molecule
CHEMBL1201348,MENADIOL DIPHOSPHORIC ACID,Small molecule
CHEMBL1201554,ANTITHROMBIN ALFA,Protein
CHEMBL1213447,CHEMBL1213447,Small molecule
CHEMBL1231969,CHEMBL1231969,Small molecule
CHEMBL1235108,CHEMBL1235108,Small molecule
CHEMBL1271441,CHEMBL1271441,Small molecule
CHEMBL15023,TRIFLUPERIDOL,Small molecule
CHEMBL1620,DIPHENHYDRAMINE HYDROCHLORIDE,Small molecule
CHEMBL1645469,CHEMBL1645469,Small molecule
CHEMBL1719398,ROLICYCLIDINE,Small molecule
CHEMBL1773261,CHEMBL1773261,Small molecule
CHEMBL1790006,TOLONIUM CHLORIDE,Small molecule
CHEMBL1819270,CHEMBL1819270,Small molecule
CHEMBL184371,CHEMBL184371,Small molecule
CHEMBL190265,"2,3-Anhydroquinic Acid",Small molecule
CHEMBL19611,ILOMASTAT,Small molecule
CHEMBL197199,ARGIFIN,Protein
CHEMBL203517,CHEMBL203517,Small molecule
CHEMBL2062774,VAPENDAVIR,Small molecule
CHEMBL2070953,CHEMBL2070953,Small molecule
CHEMBL209970,CHEMBL209970,Small molecule
CHEMBL2104325,ISOBROMINDIONE,Small molecule
CHEMBL2105749,SAMIDORPHAN L-MALATE,Small molecule
CHEMBL2105842,CORTIVAZOL,Small molecule
CHEMBL2106575,OLAFLUR,Small molecule
CHEMBL2108626,ONAMELATUCEL-L,Cell
CHEMBL2109369,90Y-CT84.66,Antibody
CHEMBL2109459,CDP-484,Antibody
CHEMBL2109479,PF-03475952,Antibody
CHEMBL2146124,CEFUROXIME SODIUM,Small molecule
CHEMBL2158347,CHEMBL2158347,Small molecule
CHEMBL2359670,THIETHYLPERAZINE MALATE,Small molecule
CHEMBL2420629,CHEMBL2420629,Small molecule
CHEMBL252124,VER-50589,Small molecule
CHEMBL255069,"2-(3,5-Dimethylphenyl)Benzo[D]Oxazole",Small molecule
CHEMBL256985,CHEMBL256985,Small molecule
CHEMBL266393,CHEMBL266393,Small molecule
CHEMBL271715,CHEMBL271715,Small molecule
CHEMBL277522,FENBUFEN,Small molecule
CHEMBL284377,DEXFOSFOSERINE,Small molecule
CHEMBL289191,LUPEOL,Small molecule
CHEMBL3093828,CHEMBL3093828,Small molecule
CHEMBL3093946,CHEMBL3093946,Small molecule
CHEMBL3098695,CHEMBL3098695,Small molecule
CHEMBL311228,CHEMBL311228,Small molecule
CHEMBL3185126,CHEMBL3185126,Protein
CHEMBL3188091,SOVATELITIDE,Protein
CHEMBL3189072,TIROFIBAN HYDROCHLORIDE,Small molecule
CHEMBL319669,PAFURAMIDINE,Small molecule
CHEMBL3298353,CHEMBL3298353,Small molecule
CHEMBL3349001,AVN-944,Small molecule
CHEMBL3353343,CHEMBL3353343,Small molecule
CHEMBL3357070,CHEMBL3357070,Small molecule
CHEMBL338975,PHYSOSTIGMINE SALICYLATE,Small molecule
CHEMBL3544954,ZOPTARELIN DOXORUBICIN,Protein
CHEMBL3545278,ATX08-001,Small molecule
CHEMBL3545347,TXA127,Protein
CHEMBL3545350,EVT-101,Small molecule
CHEMBL3634186,CHEMBL3634186,Small molecule
CHEMBL364092,CHEMBL364092,Small molecule
CHEMBL364811,CHEMBL364811,Small molecule
CHEMBL377596,CHEMBL377596,Small molecule
CHEMBL379218,A-674563,Small molecule
CHEMBL3828747,CHEMBL3828747,Small molecule
CHEMBL3833389,DEXTROMORAMIDE,Small molecule
CHEMBL3989918,INGENOL DISOXATE,Small molecule
CHEMBL4092511,CHEMBL4092511,Small molecule
CHEMBL4226676,CHEMBL4226676,Small molecule
CHEMBL4297602,MIRICORILANT,Small molecule
CHEMBL4297650,BRIMAPITIDE,Protein
CHEMBL4297664,AFELETECAN HYDROCHLORIDE,Small molecule
CHEMBL4297680,1018 ISS,Unknown
CHEMBL4297803,PEGZILARGINASE,Enzyme
CHEMBL4298003,AMELPARIB DIHYDROCHLORIDE DIHYDRATE,Unknown
CHEMBL447686,GOSSYPOL ACETIC ACID,Small molecule
CHEMBL451432,THIACLOPRID,Small molecule
CHEMBL459177,CHEMBL459177,Small molecule
CHEMBL4594594,ITEPEKIMAB,Antibody
CHEMBL476186,ERIBAXABAN,Small molecule
CHEMBL495621,CHEMBL495621,Small molecule
CHEMBL496,HEXACHLOROPHENE,Small molecule
CHEMBL51149,GALLOPAMIL,Small molecule
CHEMBL514304,CHEMBL514304,Small molecule
CHEMBL549963,HYDROMETHYLTHIONINE,Small molecule
CHEMBL595936,CHEMBL595936,Small molecule
CHEMBL644,TRIMIPRAMINE,Small molecule
CHEMBL742,KETAMINE,Small molecule
CHEMBL85164,CAMOSTAT MESILATE,Small molecule
CHEMBL990,BUTENAFINE,Small molecule
CHEMBL107360,QUINUPRAMINE,Small molecule
CHEMBL1084081,CHEMBL1084081,Small molecule
CHEMBL1089767,CHEMBL1089767,Small molecule
CHEMBL1091693,CHEMBL1091693,Small molecule
CHEMBL1096882,FLUDARABINE PHOSPHATE,Small molecule
CHEMBL1114,THEOBROMINE,Small molecule
CHEMBL1199734,CHEMBL1199734,Small molecule
CHEMBL1200694,SEVOFLURANE,Small molecule
CHEMBL1200920,ISOETHARINE HYDROCHLORIDE,Small molecule
CHEMBL1201192,ARMODAFINIL,Small molecule
CHEMBL1201315,TECHNETIUM,Small molecule
CHEMBL1201404,MOMETASONE,Small molecule
CHEMBL1201448,ARDEPARIN SODIUM,Oligosaccharide
CHEMBL1201507,GLATIRAMER ACETATE,Small molecule
CHEMBL1201514,PEGADEMASE BOVINE,Enzyme
CHEMBL1229,OSELTAMIVIR,Small molecule
CHEMBL1236268,CHEMBL1236268,Small molecule
CHEMBL1237105,CARBOPROST TROMETHAMINE,Small molecule
CHEMBL1255815,CHEMBL1255815,Small molecule
CHEMBL1276308,MIFEPRISTONE,Small molecule
CHEMBL133725,CHEMBL133725,Small molecule
CHEMBL1441961,SOFALCONE,Small molecule
CHEMBL1631914,CHEMBL1631914,Small molecule
CHEMBL1697833,CLORTERMINE,Small molecule
CHEMBL1807785,CHEMBL1807785,Small molecule
CHEMBL1908315,GEMEPROST,Small molecule
CHEMBL1908917,FLUCICLOVINE,Small molecule
CHEMBL1952405,CHEMBL1952405,Small molecule
CHEMBL196003,PROMEGESTONE,Small molecule
CHEMBL2048028,LIFITEGRAST,Small molecule
CHEMBL2106124,CALCIUM GLYCEROPHOSPHATE,Small molecule
CHEMBL2107863,RINDOPEPIMUT,Unknown
CHEMBL2108339,EGAPTIVON PEGOL,Protein
CHEMBL2109395,ZATUXIMAB,Antibody
CHEMBL2111078,SULFABROMOMETHAZINE,Small molecule
CHEMBL2177390,IPATASERTIB,Small molecule
CHEMBL2220200,CHEMBL2220200,Small molecule
CHEMBL2368924,DOLASETRON MESYLATE,Small molecule
CHEMBL257705,CHEMBL257705,Small molecule
CHEMBL27,PROPRANOLOL,Small molecule
