drugId,drugName,drugType,targetId,targetLocation,targetLocationName,targetLocationCluster
CHEMBL4541964,ZATOLMILAST,Small molecule,ENSG00000113448,SL-0015,Apical cell membrane,Surface
CHEMBL4541964,ZATOLMILAST,Small molecule,ENSG00000113448,SL-0086,Cytoplasm,Cytoplasm
CHEMBL4541964,ZATOLMILAST,Small molecule,ENSG00000113448,SL-0162,Membrane,Cytoplasm
CHEMBL4594401,RAFUTROMBOPAG,Small molecule,ENSG00000117400,SL-0310,Cell surface,Surface
CHEMBL4594401,RAFUTROMBOPAG,Small molecule,ENSG00000117400,SL-0132,Golgi apparatus,Cytoplasm
CHEMBL4594401,RAFUTROMBOPAG,Small molecule,ENSG00000117400,SL-0039,Cell membrane,Surface
CHEMBL4594448,IPTACOPAN,Small molecule,ENSG00000243649,SL-0243,Secreted,Secreted
CHEMBL1201468,"ESTROGENS, ESTERIFIED",Small molecule,ENSG00000140009,SL-0191,Nucleus,Nucleus
CHEMBL1201468,"ESTROGENS, ESTERIFIED",Small molecule,ENSG00000091831,SL-0191,Nucleus,Nucleus
CHEMBL1201468,"ESTROGENS, ESTERIFIED",Small molecule,ENSG00000091831,SL-0132,Golgi apparatus,Cytoplasm
CHEMBL1201468,"ESTROGENS, ESTERIFIED",Small molecule,ENSG00000091831,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1201468,"ESTROGENS, ESTERIFIED",Small molecule,ENSG00000091831,SL-0039,Cell membrane,Surface
CHEMBL1234354,PF-04691502,Small molecule,ENSG00000198793,SL-0165,Microsome membrane,Cytoplasm
CHEMBL1234354,PF-04691502,Small molecule,ENSG00000198793,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1234354,PF-04691502,Small molecule,ENSG00000198793,SL-0134,Golgi apparatus membrane,Cytoplasm
CHEMBL1234354,PF-04691502,Small molecule,ENSG00000198793,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
CHEMBL1234354,PF-04691502,Small molecule,ENSG00000198793,SL-0088,Cytoplasmic vesicle,Cytoplasm
CHEMBL1234354,PF-04691502,Small molecule,ENSG00000198793,SL-0172,Mitochondrion outer membrane,Cytoplasm
CHEMBL1234354,PF-04691502,Small molecule,ENSG00000198793,SL-0157,Lysosome membrane,Cytoplasm
CHEMBL1234354,PF-04691502,Small molecule,ENSG00000198793,SL-0191,Nucleus,Nucleus
CHEMBL1234354,PF-04691502,Small molecule,ENSG00000051382,SL-0191,Nucleus,Nucleus
CHEMBL1234354,PF-04691502,Small molecule,ENSG00000051382,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1234354,PF-04691502,Small molecule,ENSG00000105851,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1234354,PF-04691502,Small molecule,ENSG00000105851,SL-0039,Cell membrane,Surface
CHEMBL1234354,PF-04691502,Small molecule,ENSG00000171608,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1234354,PF-04691502,Small molecule,ENSG00000141506,SL-0191,Nucleus,Nucleus
CHEMBL1234354,PF-04691502,Small molecule,ENSG00000141506,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1234354,PF-04691502,Small molecule,ENSG00000141506,SL-0039,Cell membrane,Surface
CHEMBL1423,PIMOZIDE,Small molecule,ENSG00000149295,SL-0039,Cell membrane,Surface
CHEMBL1423,PIMOZIDE,Small molecule,ENSG00000151577,SL-0039,Cell membrane,Surface
CHEMBL1423,PIMOZIDE,Small molecule,ENSG00000169676,SL-0039,Cell membrane,Surface
CHEMBL1423,PIMOZIDE,Small molecule,ENSG00000069696,SL-0039,Cell membrane,Surface
CHEMBL1423,PIMOZIDE,Small molecule,ENSG00000184845,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
CHEMBL1423,PIMOZIDE,Small molecule,ENSG00000184845,SL-0280,Cell projection,Cytoplasm
CHEMBL1423,PIMOZIDE,Small molecule,ENSG00000184845,SL-0039,Cell membrane,Surface
CHEMBL1423,PIMOZIDE,Small molecule,ENSG00000102468,SL-0280,Cell projection,Cytoplasm
CHEMBL1423,PIMOZIDE,Small molecule,ENSG00000102468,SL-0039,Cell membrane,Surface
CHEMBL1423,PIMOZIDE,Small molecule,ENSG00000102468,SL-0162,Membrane,Cytoplasm
CHEMBL1423,PIMOZIDE,Small molecule,ENSG00000102468,SL-0088,Cytoplasmic vesicle,Cytoplasm
CHEMBL1423,PIMOZIDE,Small molecule,ENSG00000102468,SL-0516,Presynapse,Cytoplasm
CHEMBL1515,METHIMAZOLE,Small molecule,ENSG00000115705,SL-0310,Cell surface,Surface
CHEMBL1515,METHIMAZOLE,Small molecule,ENSG00000115705,SL-0162,Membrane,Cytoplasm
CHEMBL1683544,ERIBULIN MESYLATE,Small molecule,ENSG00000188229,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1683544,ERIBULIN MESYLATE,Small molecule,ENSG00000101162,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1683544,ERIBULIN MESYLATE,Small molecule,ENSG00000198033,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1683544,ERIBULIN MESYLATE,Small molecule,ENSG00000127824,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1683544,ERIBULIN MESYLATE,Small molecule,ENSG00000258947,SL-0280,Cell projection,Cytoplasm
CHEMBL1683544,ERIBULIN MESYLATE,Small molecule,ENSG00000258947,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1683544,ERIBULIN MESYLATE,Small molecule,ENSG00000167552,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1683544,ERIBULIN MESYLATE,Small molecule,ENSG00000104833,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1683544,ERIBULIN MESYLATE,Small molecule,ENSG00000261456,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1683544,ERIBULIN MESYLATE,Small molecule,ENSG00000196230,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1683544,ERIBULIN MESYLATE,Small molecule,ENSG00000123416,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1683544,ERIBULIN MESYLATE,Small molecule,ENSG00000167553,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1683544,ERIBULIN MESYLATE,Small molecule,ENSG00000152086,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1683544,ERIBULIN MESYLATE,Small molecule,ENSG00000137267,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1683544,ERIBULIN MESYLATE,Small molecule,ENSG00000137285,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1683544,ERIBULIN MESYLATE,Small molecule,ENSG00000176014,SL-0086,Cytoplasm,Cytoplasm
CHEMBL1729,CISAPRIDE,Small molecule,ENSG00000164270,SL-0101,Endosome,Cytoplasm
CHEMBL1729,CISAPRIDE,Small molecule,ENSG00000164270,SL-0039,Cell membrane,Surface
CHEMBL1743065,ROLEDUMAB,Antibody,ENSG00000187010,SL-0039,Cell membrane,Surface
CHEMBL1823817,CE-224535,Small molecule,ENSG00000089041,SL-0039,Cell membrane,Surface
CHEMBL2104981,RILAPLADIB,Small molecule,ENSG00000146070,SL-0243,Secreted,Secreted
CHEMBL2107333,DIMETHYL FUMARATE,Small molecule,ENSG00000079999,SL-0191,Nucleus,Nucleus
CHEMBL2107333,DIMETHYL FUMARATE,Small molecule,ENSG00000079999,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2107873,VONICOG ALFA,Protein,ENSG00000110799,SL-0243,Secreted,Secreted
CHEMBL2108278,ETEPLIRSEN,Oligonucleotide,ENSG00000198947,SL-0219,Postsynaptic cell membrane,Surface
CHEMBL2108278,ETEPLIRSEN,Oligonucleotide,ENSG00000198947,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2108278,ETEPLIRSEN,Oligonucleotide,ENSG00000198947,SL-0039,Cell membrane,Surface
CHEMBL2109092,EPOETIN BETA,Protein,ENSG00000187266,SL-0243,Secreted,Secreted
CHEMBL2109092,EPOETIN BETA,Protein,ENSG00000187266,SL-0039,Cell membrane,Surface
CHEMBL2109440,LY-2787106,Antibody,ENSG00000105697,SL-0243,Secreted,Secreted
CHEMBL2110900,DAPOXETINE,Small molecule,ENSG00000108576,SL-0280,Cell projection,Cytoplasm
CHEMBL2110900,DAPOXETINE,Small molecule,ENSG00000108576,SL-0039,Cell membrane,Surface
CHEMBL2110900,DAPOXETINE,Small molecule,ENSG00000108576,SL-0147,Endomembrane system,Cytoplasm
CHEMBL2110900,DAPOXETINE,Small molecule,ENSG00000108576,SL-0258,Synapse,Cytoplasm
CHEMBL2110900,DAPOXETINE,Small molecule,ENSG00000108576,SL-0038,Cell junction,Cytoplasm
CHEMBL2304041,SAGOPILONE,Small molecule,ENSG00000188229,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2304041,SAGOPILONE,Small molecule,ENSG00000101162,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2304041,SAGOPILONE,Small molecule,ENSG00000198033,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2304041,SAGOPILONE,Small molecule,ENSG00000127824,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2304041,SAGOPILONE,Small molecule,ENSG00000258947,SL-0280,Cell projection,Cytoplasm
CHEMBL2304041,SAGOPILONE,Small molecule,ENSG00000258947,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2304041,SAGOPILONE,Small molecule,ENSG00000167552,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2304041,SAGOPILONE,Small molecule,ENSG00000104833,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2304041,SAGOPILONE,Small molecule,ENSG00000261456,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2304041,SAGOPILONE,Small molecule,ENSG00000196230,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2304041,SAGOPILONE,Small molecule,ENSG00000123416,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2304041,SAGOPILONE,Small molecule,ENSG00000167553,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2304041,SAGOPILONE,Small molecule,ENSG00000152086,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2304041,SAGOPILONE,Small molecule,ENSG00000137267,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2304041,SAGOPILONE,Small molecule,ENSG00000137285,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2304041,SAGOPILONE,Small molecule,ENSG00000176014,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2364629,RIMEGEPANT SULFATE,Small molecule,ENSG00000064989,SL-0039,Cell membrane,Surface
CHEMBL2402737,IDASANUTLIN,Small molecule,ENSG00000141510,SL-0191,Nucleus,Nucleus
CHEMBL2402737,IDASANUTLIN,Small molecule,ENSG00000141510,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2402737,IDASANUTLIN,Small molecule,ENSG00000141510,SL-0095,Endoplasmic reticulum,Cytoplasm
CHEMBL2402737,IDASANUTLIN,Small molecule,ENSG00000141510,SL-0170,Mitochondrion matrix,Cytoplasm
CHEMBL2402737,IDASANUTLIN,Small molecule,ENSG00000135679,SL-0191,Nucleus,Nucleus
CHEMBL2402737,IDASANUTLIN,Small molecule,ENSG00000135679,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3039513,DECERNOTINIB,Small molecule,ENSG00000105639,SL-0147,Endomembrane system,Cytoplasm
CHEMBL3187246,METHAPYRILENE FUMARATE,Small molecule,ENSG00000196639,SL-0039,Cell membrane,Surface
CHEMBL345524,ANTRAFENINE,Small molecule,ENSG00000107317,SL-0132,Golgi apparatus,Cytoplasm
CHEMBL345524,ANTRAFENINE,Small molecule,ENSG00000107317,SL-0086,Cytoplasm,Cytoplasm
CHEMBL345524,ANTRAFENINE,Small molecule,ENSG00000107317,SL-0235,Rough endoplasmic reticulum,Cytoplasm
CHEMBL345524,ANTRAFENINE,Small molecule,ENSG00000107317,SL-0182,Nucleus membrane,Nucleus
CHEMBL3544913,VIXOTRIGINE,Small molecule,ENSG00000169432,SL-0280,Cell projection,Cytoplasm
CHEMBL3544913,VIXOTRIGINE,Small molecule,ENSG00000169432,SL-0039,Cell membrane,Surface
CHEMBL3545154,POZIOTINIB,Small molecule,ENSG00000141736,SL-0280,Cell projection,Cytoplasm
CHEMBL3545154,POZIOTINIB,Small molecule,ENSG00000141736,SL-0039,Cell membrane,Surface
CHEMBL3545154,POZIOTINIB,Small molecule,ENSG00000141736,SL-0094,Early endosome,Cytoplasm
CHEMBL3545154,POZIOTINIB,Small molecule,ENSG00000141736,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3545154,POZIOTINIB,Small molecule,ENSG00000141736,SL-0191,Nucleus,Nucleus
CHEMBL3545154,POZIOTINIB,Small molecule,ENSG00000146648,SL-0100,Endosome membrane,Surface
CHEMBL3545154,POZIOTINIB,Small molecule,ENSG00000146648,SL-0039,Cell membrane,Surface
CHEMBL3545154,POZIOTINIB,Small molecule,ENSG00000146648,SL-0182,Nucleus membrane,Nucleus
CHEMBL3545154,POZIOTINIB,Small molecule,ENSG00000146648,SL-0134,Golgi apparatus membrane,Cytoplasm
CHEMBL3545154,POZIOTINIB,Small molecule,ENSG00000146648,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
CHEMBL3545154,POZIOTINIB,Small molecule,ENSG00000146648,SL-0243,Secreted,Secreted
CHEMBL3545154,POZIOTINIB,Small molecule,ENSG00000146648,SL-0101,Endosome,Cytoplasm
CHEMBL3545154,POZIOTINIB,Small molecule,ENSG00000146648,SL-0191,Nucleus,Nucleus
CHEMBL3545154,POZIOTINIB,Small molecule,ENSG00000178568,SL-0191,Nucleus,Nucleus
CHEMBL3545154,POZIOTINIB,Small molecule,ENSG00000178568,SL-0039,Cell membrane,Surface
CHEMBL3545154,POZIOTINIB,Small molecule,ENSG00000178568,SL-0173,Mitochondrion,Cytoplasm
CHEMBL3545154,POZIOTINIB,Small molecule,ENSG00000065361,SL-0243,Secreted,Secreted
CHEMBL3545154,POZIOTINIB,Small molecule,ENSG00000065361,SL-0039,Cell membrane,Surface
CHEMBL3545194,LGH-447,Small molecule,ENSG00000137193,SL-0191,Nucleus,Nucleus
CHEMBL3545194,LGH-447,Small molecule,ENSG00000137193,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3545194,LGH-447,Small molecule,ENSG00000137193,SL-0039,Cell membrane,Surface
CHEMBL3545194,LGH-447,Small molecule,ENSG00000198355,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3545199,RG-7741,Small molecule,ENSG00000149554,SL-0191,Nucleus,Nucleus
CHEMBL3545199,RG-7741,Small molecule,ENSG00000149554,SL-0468,Chromosome,Nucleus
CHEMBL3545199,RG-7741,Small molecule,ENSG00000149554,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3989510,PENTAZOCINE HYDROCHLORIDE,Small molecule,ENSG00000147955,SL-0280,Cell projection,Cytoplasm
CHEMBL3989510,PENTAZOCINE HYDROCHLORIDE,Small molecule,ENSG00000147955,SL-0183,Nucleus outer membrane,Nucleus
CHEMBL3989510,PENTAZOCINE HYDROCHLORIDE,Small molecule,ENSG00000147955,SL-0162,Membrane,Cytoplasm
CHEMBL3989510,PENTAZOCINE HYDROCHLORIDE,Small molecule,ENSG00000147955,SL-0039,Cell membrane,Surface
CHEMBL3989510,PENTAZOCINE HYDROCHLORIDE,Small molecule,ENSG00000147955,SL-0178,Nucleus envelope,Nucleus
CHEMBL3989510,PENTAZOCINE HYDROCHLORIDE,Small molecule,ENSG00000147955,SL-0179,Nucleus inner membrane,Nucleus
CHEMBL3989510,PENTAZOCINE HYDROCHLORIDE,Small molecule,ENSG00000147955,SL-0154,Lipid droplet,Cytoplasm
CHEMBL3989510,PENTAZOCINE HYDROCHLORIDE,Small molecule,ENSG00000147955,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
CHEMBL3989510,PENTAZOCINE HYDROCHLORIDE,Small molecule,ENSG00000147955,SL-0088,Cytoplasmic vesicle,Cytoplasm
CHEMBL3989510,PENTAZOCINE HYDROCHLORIDE,Small molecule,ENSG00000147955,SL-0038,Cell junction,Cytoplasm
CHEMBL3989510,PENTAZOCINE HYDROCHLORIDE,Small molecule,ENSG00000147955,SL-0520,Postsynaptic density membrane,Cytoplasm
CHEMBL4112930,PAMIPARIB,Small molecule,ENSG00000143799,SL-0191,Nucleus,Nucleus
CHEMBL4112930,PAMIPARIB,Small molecule,ENSG00000143799,SL-0468,Chromosome,Nucleus
CHEMBL4112930,PAMIPARIB,Small molecule,ENSG00000143799,SL-0086,Cytoplasm,Cytoplasm
CHEMBL4112930,PAMIPARIB,Small molecule,ENSG00000129484,SL-0191,Nucleus,Nucleus
CHEMBL4112930,PAMIPARIB,Small molecule,ENSG00000129484,SL-0468,Chromosome,Nucleus
CHEMBL4297556,MM-111,Unknown,ENSG00000141736,SL-0280,Cell projection,Cytoplasm
CHEMBL4297556,MM-111,Unknown,ENSG00000141736,SL-0039,Cell membrane,Surface
CHEMBL4297556,MM-111,Unknown,ENSG00000141736,SL-0094,Early endosome,Cytoplasm
CHEMBL4297556,MM-111,Unknown,ENSG00000141736,SL-0086,Cytoplasm,Cytoplasm
CHEMBL4297556,MM-111,Unknown,ENSG00000141736,SL-0191,Nucleus,Nucleus
CHEMBL4297556,MM-111,Unknown,ENSG00000065361,SL-0243,Secreted,Secreted
CHEMBL4297556,MM-111,Unknown,ENSG00000065361,SL-0039,Cell membrane,Surface
CHEMBL4297831,SPARTALIZUMAB,Antibody,ENSG00000188389,SL-0039,Cell membrane,Surface
CHEMBL4297844,TRASTUZUMAB DERUXTECAN,Antibody,ENSG00000198900,SL-0191,Nucleus,Nucleus
CHEMBL4297844,TRASTUZUMAB DERUXTECAN,Antibody,ENSG00000141736,SL-0280,Cell projection,Cytoplasm
CHEMBL4297844,TRASTUZUMAB DERUXTECAN,Antibody,ENSG00000141736,SL-0039,Cell membrane,Surface
CHEMBL4297844,TRASTUZUMAB DERUXTECAN,Antibody,ENSG00000141736,SL-0094,Early endosome,Cytoplasm
CHEMBL4297844,TRASTUZUMAB DERUXTECAN,Antibody,ENSG00000141736,SL-0086,Cytoplasm,Cytoplasm
CHEMBL4297844,TRASTUZUMAB DERUXTECAN,Antibody,ENSG00000141736,SL-0191,Nucleus,Nucleus
CHEMBL4298024,BINTRAFUSP ALFA,Protein,ENSG00000105329,SL-0243,Secreted,Secreted
CHEMBL4298024,BINTRAFUSP ALFA,Protein,ENSG00000092969,SL-0243,Secreted,Secreted
CHEMBL4298024,BINTRAFUSP ALFA,Protein,ENSG00000119699,SL-0243,Secreted,Secreted
CHEMBL4298024,BINTRAFUSP ALFA,Protein,ENSG00000120217,SL-0039,Cell membrane,Surface
CHEMBL4298024,BINTRAFUSP ALFA,Protein,ENSG00000120217,SL-0147,Endomembrane system,Cytoplasm
CHEMBL4298024,BINTRAFUSP ALFA,Protein,ENSG00000120217,SL-0093,Early endosome membrane,Cytoplasm
CHEMBL4298024,BINTRAFUSP ALFA,Protein,ENSG00000120217,SL-0243,Secreted,Secreted
CHEMBL4298024,BINTRAFUSP ALFA,Protein,ENSG00000120217,SL-0231,Recycling endosome membrane,Cytoplasm
CHEMBL578390,APX-3330,Small molecule,ENSG00000100823,SL-0173,Mitochondrion,Cytoplasm
CHEMBL578390,APX-3330,Small molecule,ENSG00000100823,SL-0086,Cytoplasm,Cytoplasm
CHEMBL578390,APX-3330,Small molecule,ENSG00000100823,SL-0186,Nucleus speckle,Nucleus
CHEMBL578390,APX-3330,Small molecule,ENSG00000100823,SL-0095,Endoplasmic reticulum,Cytoplasm
CHEMBL578390,APX-3330,Small molecule,ENSG00000100823,SL-0191,Nucleus,Nucleus
CHEMBL603,ZAFIRLUKAST,Small molecule,ENSG00000173198,SL-0039,Cell membrane,Surface
CHEMBL1201608,MUROMONAB-CD3,Antibody,ENSG00000198851,SL-0039,Cell membrane,Surface
CHEMBL1201608,MUROMONAB-CD3,Antibody,ENSG00000160654,SL-0039,Cell membrane,Surface
CHEMBL1201608,MUROMONAB-CD3,Antibody,ENSG00000167286,SL-0039,Cell membrane,Surface
CHEMBL1201759,BEPOTASTINE BESYLATE,Small molecule,ENSG00000196639,SL-0039,Cell membrane,Surface
CHEMBL1770248,ERTUGLIFLOZIN,Small molecule,ENSG00000140675,SL-0015,Apical cell membrane,Surface
CHEMBL2103825,CETILISTAT,Small molecule,ENSG00000175535,SL-0243,Secreted,Secreted
CHEMBL2103825,CETILISTAT,Small molecule,ENSG00000182333,SL-0243,Secreted,Secreted
CHEMBL2108720,OXELUMAB,Antibody,ENSG00000117586,SL-0162,Membrane,Cytoplasm
CHEMBL2109485,ONCOLYSIN CD6,Antibody,ENSG00000013725,SL-0243,Secreted,Secreted
CHEMBL2109485,ONCOLYSIN CD6,Antibody,ENSG00000013725,SL-0039,Cell membrane,Surface
CHEMBL2386889,SCH-900776,Small molecule,ENSG00000149554,SL-0191,Nucleus,Nucleus
CHEMBL2386889,SCH-900776,Small molecule,ENSG00000149554,SL-0468,Chromosome,Nucleus
CHEMBL2386889,SCH-900776,Small molecule,ENSG00000149554,SL-0086,Cytoplasm,Cytoplasm
CHEMBL332750,TETOMILAST,Small molecule,ENSG00000065989,SL-0280,Cell projection,Cytoplasm
CHEMBL332750,TETOMILAST,Small molecule,ENSG00000065989,SL-0086,Cytoplasm,Cytoplasm
CHEMBL332750,TETOMILAST,Small molecule,ENSG00000065989,SL-0162,Membrane,Cytoplasm
CHEMBL332750,TETOMILAST,Small molecule,ENSG00000113448,SL-0015,Apical cell membrane,Surface
CHEMBL332750,TETOMILAST,Small molecule,ENSG00000113448,SL-0086,Cytoplasm,Cytoplasm
CHEMBL332750,TETOMILAST,Small molecule,ENSG00000113448,SL-0162,Membrane,Cytoplasm
CHEMBL332750,TETOMILAST,Small molecule,ENSG00000184588,SL-0086,Cytoplasm,Cytoplasm
CHEMBL332750,TETOMILAST,Small molecule,ENSG00000184588,SL-0039,Cell membrane,Surface
CHEMBL332750,TETOMILAST,Small molecule,ENSG00000105650,SL-0280,Cell projection,Cytoplasm
CHEMBL3544989,VOLANESORSEN SODIUM,Oligonucleotide,ENSG00000110245,SL-0243,Secreted,Secreted
CHEMBL3545007,RG-7602,Small molecule,ENSG00000149554,SL-0191,Nucleus,Nucleus
CHEMBL3545007,RG-7602,Small molecule,ENSG00000149554,SL-0468,Chromosome,Nucleus
CHEMBL3545007,RG-7602,Small molecule,ENSG00000149554,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3642985,STX107,Small molecule,ENSG00000168959,SL-0039,Cell membrane,Surface
CHEMBL373742,VASOPRESSIN,Protein,ENSG00000126895,SL-0039,Cell membrane,Surface
CHEMBL373742,VASOPRESSIN,Protein,ENSG00000166148,SL-0039,Cell membrane,Surface
CHEMBL373742,VASOPRESSIN,Protein,ENSG00000198049,SL-0039,Cell membrane,Surface
CHEMBL3989566,METOPROLOL FUMARATE,Small molecule,ENSG00000043591,SL-0094,Early endosome,Cytoplasm
CHEMBL3989566,METOPROLOL FUMARATE,Small molecule,ENSG00000043591,SL-0039,Cell membrane,Surface
CHEMBL3991932,PEXMETINIB,Small molecule,ENSG00000112062,SL-0191,Nucleus,Nucleus
CHEMBL3991932,PEXMETINIB,Small molecule,ENSG00000112062,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3991932,PEXMETINIB,Small molecule,ENSG00000120156,SL-0243,Secreted,Secreted
CHEMBL3991932,PEXMETINIB,Small molecule,ENSG00000120156,SL-0038,Cell junction,Cytoplasm
CHEMBL3991932,PEXMETINIB,Small molecule,ENSG00000120156,SL-0086,Cytoplasm,Cytoplasm
CHEMBL3991932,PEXMETINIB,Small molecule,ENSG00000120156,SL-0039,Cell membrane,Surface
CHEMBL4297830,SOMATROGON,Protein,ENSG00000112964,SL-0243,Secreted,Secreted
CHEMBL4297830,SOMATROGON,Protein,ENSG00000112964,SL-0039,Cell membrane,Surface
CHEMBL4298088,CETUXIMAB SAROTALOCAN,Antibody,ENSG00000146648,SL-0100,Endosome membrane,Surface
CHEMBL4298088,CETUXIMAB SAROTALOCAN,Antibody,ENSG00000146648,SL-0039,Cell membrane,Surface
CHEMBL4298088,CETUXIMAB SAROTALOCAN,Antibody,ENSG00000146648,SL-0182,Nucleus membrane,Nucleus
CHEMBL4298088,CETUXIMAB SAROTALOCAN,Antibody,ENSG00000146648,SL-0134,Golgi apparatus membrane,Cytoplasm
CHEMBL4298088,CETUXIMAB SAROTALOCAN,Antibody,ENSG00000146648,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
CHEMBL4298088,CETUXIMAB SAROTALOCAN,Antibody,ENSG00000146648,SL-0243,Secreted,Secreted
CHEMBL4298088,CETUXIMAB SAROTALOCAN,Antibody,ENSG00000146648,SL-0101,Endosome,Cytoplasm
CHEMBL4298088,CETUXIMAB SAROTALOCAN,Antibody,ENSG00000146648,SL-0191,Nucleus,Nucleus
CHEMBL4298119,OLINVACIMAB,Antibody,ENSG00000128052,SL-0039,Cell membrane,Surface
CHEMBL4298119,OLINVACIMAB,Antibody,ENSG00000128052,SL-0094,Early endosome,Cytoplasm
CHEMBL4298119,OLINVACIMAB,Antibody,ENSG00000128052,SL-0086,Cytoplasm,Cytoplasm
CHEMBL4298119,OLINVACIMAB,Antibody,ENSG00000128052,SL-0038,Cell junction,Cytoplasm
CHEMBL4298119,OLINVACIMAB,Antibody,ENSG00000128052,SL-0088,Cytoplasmic vesicle,Cytoplasm
CHEMBL4298119,OLINVACIMAB,Antibody,ENSG00000128052,SL-0243,Secreted,Secreted
CHEMBL4298119,OLINVACIMAB,Antibody,ENSG00000128052,SL-0095,Endoplasmic reticulum,Cytoplasm
CHEMBL4298119,OLINVACIMAB,Antibody,ENSG00000128052,SL-0191,Nucleus,Nucleus
CHEMBL447955,SERLOPITANT,Small molecule,ENSG00000115353,SL-0039,Cell membrane,Surface
CHEMBL4594565,PABINAFUSP ALFA,Protein,ENSG00000072274,SL-0161,Melanosome,Cytoplasm
CHEMBL4594565,PABINAFUSP ALFA,Protein,ENSG00000072274,SL-0243,Secreted,Secreted
CHEMBL4594565,PABINAFUSP ALFA,Protein,ENSG00000072274,SL-0039,Cell membrane,Surface
CHEMBL4594565,PABINAFUSP ALFA,Protein,ENSG00000106327,SL-0086,Cytoplasm,Cytoplasm
CHEMBL4594565,PABINAFUSP ALFA,Protein,ENSG00000106327,SL-0039,Cell membrane,Surface
CHEMBL4650298,PLB1003,Unknown,ENSG00000171094,SL-0039,Cell membrane,Surface
CHEMBL4650298,PLB1003,Unknown,ENSG00000143924,SL-0086,Cytoplasm,Cytoplasm
CHEMBL4650298,PLB1003,Unknown,ENSG00000143924,SL-0469,Midbody,Cytoplasm
CHEMBL1172,DESLORATADINE,Small molecule,ENSG00000196639,SL-0039,Cell membrane,Surface
CHEMBL1200782,DEXTROAMPHETAMINE ADIPATE,Small molecule,ENSG00000165646,SL-0088,Cytoplasmic vesicle,Cytoplasm
CHEMBL1200782,DEXTROAMPHETAMINE ADIPATE,Small molecule,ENSG00000165646,SL-0280,Cell projection,Cytoplasm
CHEMBL1200782,DEXTROAMPHETAMINE ADIPATE,Small molecule,ENSG00000103546,SL-0039,Cell membrane,Surface
CHEMBL1200782,DEXTROAMPHETAMINE ADIPATE,Small molecule,ENSG00000142319,SL-0280,Cell projection,Cytoplasm
CHEMBL1200782,DEXTROAMPHETAMINE ADIPATE,Small molecule,ENSG00000142319,SL-0039,Cell membrane,Surface
CHEMBL190412,TEGLARINAD CHLORIDE,Small molecule,ENSG00000105835,SL-0191,Nucleus,Nucleus
CHEMBL190412,TEGLARINAD CHLORIDE,Small molecule,ENSG00000105835,SL-0086,Cytoplasm,Cytoplasm
CHEMBL2017974,BUPARLISIB,Small molecule,ENSG00000051382,SL-0191,Nucleus,Nucleus
