targetId,targetLocation,targetLocationName,targetLocationCluster
ENSG00000248144,SL-0086,Cytoplasm,Cytoplasm
ENSG00000257446,SL-0191,Nucleus,Nucleus
ENSG00000269466,SL-0191,Nucleus,Nucleus
ENSG00000269466,SL-0468,Chromosome,Nucleus
ENSG00000283324,SL-0162,Membrane,Cytoplasm
ENSG00000291237,SL-0170,Mitochondrion matrix,Cytoplasm
ENSG00000001167,SL-0191,Nucleus,Nucleus
ENSG00000011405,SL-0039,Cell membrane,Surface
ENSG00000011405,SL-0132,Golgi apparatus,Cytoplasm
ENSG00000011405,SL-0086,Cytoplasm,Cytoplasm
ENSG00000011405,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000011405,SL-0191,Nucleus,Nucleus
ENSG00000011590,SL-0191,Nucleus,Nucleus
ENSG00000016864,SL-0162,Membrane,Cytoplasm
ENSG00000023516,SL-0086,Cytoplasm,Cytoplasm
ENSG00000070031,SL-0243,Secreted,Secreted
ENSG00000071677,SL-0243,Secreted,Secreted
ENSG00000074071,SL-0173,Mitochondrion,Cytoplasm
ENSG00000087191,SL-0086,Cytoplasm,Cytoplasm
ENSG00000092208,SL-0191,Nucleus,Nucleus
ENSG00000092208,SL-0086,Cytoplasm,Cytoplasm
ENSG00000099985,SL-0243,Secreted,Secreted
ENSG00000100290,SL-0147,Endomembrane system,Cytoplasm
ENSG00000100290,SL-0171,Mitochondrion membrane,Cytoplasm
ENSG00000100335,SL-0172,Mitochondrion outer membrane,Cytoplasm
ENSG00000100335,SL-0170,Mitochondrion matrix,Cytoplasm
ENSG00000100429,SL-0191,Nucleus,Nucleus
ENSG00000100429,SL-0086,Cytoplasm,Cytoplasm
ENSG00000100478,SL-0132,Golgi apparatus,Cytoplasm
ENSG00000102195,SL-0191,Nucleus,Nucleus
ENSG00000102195,SL-0297,Postsynaptic density,Cytoplasm
ENSG00000102195,SL-0039,Cell membrane,Surface
ENSG00000104299,SL-0191,Nucleus,Nucleus
ENSG00000107077,SL-0191,Nucleus,Nucleus
ENSG00000107338,SL-0086,Cytoplasm,Cytoplasm
ENSG00000107338,SL-0039,Cell membrane,Surface
ENSG00000108039,SL-0086,Cytoplasm,Cytoplasm
ENSG00000109670,SL-0191,Nucleus,Nucleus
ENSG00000109670,SL-0468,Chromosome,Nucleus
ENSG00000109670,SL-0086,Cytoplasm,Cytoplasm
ENSG00000110811,SL-0095,Endoplasmic reticulum,Cytoplasm
ENSG00000113262,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000113262,SL-0134,Golgi apparatus membrane,Cytoplasm
ENSG00000113262,SL-0039,Cell membrane,Surface
ENSG00000113569,SL-0191,Nucleus,Nucleus
ENSG00000113569,SL-0182,Nucleus membrane,Nucleus
ENSG00000114487,SL-0191,Nucleus,Nucleus
ENSG00000115738,SL-0191,Nucleus,Nucleus
ENSG00000115738,SL-0086,Cytoplasm,Cytoplasm
ENSG00000120075,SL-0191,Nucleus,Nucleus
ENSG00000120471,SL-0173,Mitochondrion,Cytoplasm
ENSG00000121871,SL-0162,Membrane,Cytoplasm
ENSG00000124237,SL-0280,Cell projection,Cytoplasm
ENSG00000124391,SL-0243,Secreted,Secreted
ENSG00000125931,SL-0191,Nucleus,Nucleus
ENSG00000125931,SL-0086,Cytoplasm,Cytoplasm
ENSG00000126603,SL-0086,Cytoplasm,Cytoplasm
ENSG00000126603,SL-0186,Nucleus speckle,Nucleus
ENSG00000126860,SL-0162,Membrane,Cytoplasm
ENSG00000129460,SL-0191,Nucleus,Nucleus
ENSG00000129460,SL-0280,Cell projection,Cytoplasm
ENSG00000129460,SL-0468,Chromosome,Nucleus
ENSG00000129460,SL-0086,Cytoplasm,Cytoplasm
ENSG00000133121,SL-0154,Lipid droplet,Cytoplasm
ENSG00000133121,SL-0171,Mitochondrion membrane,Cytoplasm
ENSG00000133121,SL-0086,Cytoplasm,Cytoplasm
ENSG00000133121,SL-0162,Membrane,Cytoplasm
ENSG00000134375,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000135457,SL-0191,Nucleus,Nucleus
ENSG00000135766,SL-0191,Nucleus,Nucleus
ENSG00000135766,SL-0086,Cytoplasm,Cytoplasm
ENSG00000136327,SL-0191,Nucleus,Nucleus
ENSG00000137842,SL-0162,Membrane,Cytoplasm
ENSG00000137996,SL-0191,Nucleus,Nucleus
ENSG00000138029,SL-0173,Mitochondrion,Cytoplasm
ENSG00000138029,SL-0172,Mitochondrion outer membrane,Cytoplasm
ENSG00000138029,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000138029,SL-0095,Endoplasmic reticulum,Cytoplasm
ENSG00000139914,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000141384,SL-0191,Nucleus,Nucleus
ENSG00000141384,SL-0086,Cytoplasm,Cytoplasm
ENSG00000142684,SL-0191,Nucleus,Nucleus
ENSG00000142684,SL-0086,Cytoplasm,Cytoplasm
ENSG00000145833,SL-0191,Nucleus,Nucleus
ENSG00000145833,SL-0186,Nucleus speckle,Nucleus
ENSG00000145912,SL-0191,Nucleus,Nucleus
ENSG00000146221,SL-0280,Cell projection,Cytoplasm
ENSG00000146221,SL-0086,Cytoplasm,Cytoplasm
ENSG00000146477,SL-0039,Cell membrane,Surface
ENSG00000146477,SL-0182,Nucleus membrane,Nucleus
ENSG00000146477,SL-0147,Endomembrane system,Cytoplasm
ENSG00000146477,SL-0183,Nucleus outer membrane,Nucleus
ENSG00000146477,SL-0015,Apical cell membrane,Surface
ENSG00000146477,SL-0171,Mitochondrion membrane,Cytoplasm
ENSG00000147223,SL-0191,Nucleus,Nucleus
ENSG00000147465,SL-0173,Mitochondrion,Cytoplasm
ENSG00000154229,SL-0171,Mitochondrion membrane,Cytoplasm
ENSG00000154229,SL-0086,Cytoplasm,Cytoplasm
ENSG00000154229,SL-0039,Cell membrane,Surface
ENSG00000154736,SL-0243,Secreted,Secreted
ENSG00000154803,SL-0191,Nucleus,Nucleus
ENSG00000154803,SL-0280,Cell projection,Cytoplasm
ENSG00000154803,SL-0086,Cytoplasm,Cytoplasm
ENSG00000154803,SL-0157,Lysosome membrane,Cytoplasm
ENSG00000155744,SL-0086,Cytoplasm,Cytoplasm
ENSG00000155744,SL-0039,Cell membrane,Surface
ENSG00000160469,SL-0258,Synapse,Cytoplasm
ENSG00000160469,SL-0519,Presynaptic active zone,Unknown
ENSG00000160469,SL-0086,Cytoplasm,Cytoplasm
ENSG00000160469,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000160469,SL-0191,Nucleus,Nucleus
ENSG00000167258,SL-0191,Nucleus,Nucleus
ENSG00000167258,SL-0186,Nucleus speckle,Nucleus
ENSG00000168032,SL-0039,Cell membrane,Surface
ENSG00000168118,SL-0093,Early endosome membrane,Cytoplasm
ENSG00000168118,SL-0231,Recycling endosome membrane,Cytoplasm
ENSG00000168118,SL-0162,Membrane,Cytoplasm
ENSG00000168385,SL-0467,Cleavage furrow,Cytoplasm
ENSG00000168385,SL-0280,Cell projection,Cytoplasm
ENSG00000168385,SL-0468,Chromosome,Nucleus
ENSG00000168385,SL-0086,Cytoplasm,Cytoplasm
ENSG00000169764,SL-0086,Cytoplasm,Cytoplasm
ENSG00000169896,SL-0370,Membrane raft,Cytoplasm
ENSG00000169896,SL-0039,Cell membrane,Surface
ENSG00000170629,SL-0162,Membrane,Cytoplasm
ENSG00000172366,SL-0086,Cytoplasm,Cytoplasm
ENSG00000176402,SL-0039,Cell membrane,Surface
ENSG00000176834,SL-0162,Membrane,Cytoplasm
ENSG00000176928,SL-0134,Golgi apparatus membrane,Cytoplasm
ENSG00000179256,SL-0162,Membrane,Cytoplasm
ENSG00000181026,SL-0191,Nucleus,Nucleus
ENSG00000186376,SL-0191,Nucleus,Nucleus
ENSG00000187187,SL-0191,Nucleus,Nucleus
ENSG00000188716,SL-0191,Nucleus,Nucleus
ENSG00000188716,SL-0086,Cytoplasm,Cytoplasm
ENSG00000196510,SL-0086,Cytoplasm,Cytoplasm
ENSG00000198223,SL-0243,Secreted,Secreted
ENSG00000198223,SL-0039,Cell membrane,Surface
ENSG00000198963,SL-0191,Nucleus,Nucleus
ENSG00000204592,SL-0134,Golgi apparatus membrane,Cytoplasm
ENSG00000204592,SL-0243,Secreted,Secreted
ENSG00000204592,SL-0039,Cell membrane,Surface
ENSG00000205944,SL-0191,Nucleus,Nucleus
ENSG00000205944,SL-0086,Cytoplasm,Cytoplasm
ENSG00000211799,SL-0039,Cell membrane,Surface
ENSG00000213185,SL-0243,Secreted,Secreted
ENSG00000215790,SL-0162,Membrane,Cytoplasm
ENSG00000221946,SL-0162,Membrane,Cytoplasm
ENSG00000231924,SL-0243,Secreted,Secreted
ENSG00000232838,SL-0173,Mitochondrion,Cytoplasm
ENSG00000242265,SL-0500,Extracellular vesicle membrane,Unknown
ENSG00000242265,SL-0191,Nucleus,Nucleus
ENSG00000242265,SL-0086,Cytoplasm,Cytoplasm
ENSG00000254647,SL-0243,Secreted,Secreted
ENSG00000280670,SL-0162,Membrane,Cytoplasm
ENSG00000023892,SL-0191,Nucleus,Nucleus
ENSG00000023892,SL-0280,Cell projection,Cytoplasm
ENSG00000023892,SL-0086,Cytoplasm,Cytoplasm
ENSG00000023892,SL-0039,Cell membrane,Surface
ENSG00000026950,SL-0039,Cell membrane,Surface
ENSG00000027697,SL-0039,Cell membrane,Surface
ENSG00000065057,SL-0191,Nucleus,Nucleus
ENSG00000065057,SL-0173,Mitochondrion,Cytoplasm
ENSG00000074771,SL-0039,Cell membrane,Surface
ENSG00000086015,SL-0086,Cytoplasm,Cytoplasm
ENSG00000095209,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000097007,SL-0191,Nucleus,Nucleus
ENSG00000097007,SL-0182,Nucleus membrane,Nucleus
ENSG00000097007,SL-0086,Cytoplasm,Cytoplasm
ENSG00000097007,SL-0173,Mitochondrion,Cytoplasm
ENSG00000103160,SL-0173,Mitochondrion,Cytoplasm
ENSG00000104231,SL-0086,Cytoplasm,Cytoplasm
ENSG00000105186,SL-0039,Cell membrane,Surface
ENSG00000105186,SL-0094,Early endosome,Cytoplasm
ENSG00000105186,SL-0152,Late endosome,Cytoplasm
ENSG00000105186,SL-0161,Melanosome,Cytoplasm
ENSG00000105186,SL-0089,Cytoplasmic vesicle membrane,Cytoplasm
ENSG00000107447,SL-0191,Nucleus,Nucleus
ENSG00000108559,SL-0191,Nucleus,Nucleus
ENSG00000111669,SL-0086,Cytoplasm,Cytoplasm
ENSG00000111877,SL-0191,Nucleus,Nucleus
ENSG00000111877,SL-0468,Chromosome,Nucleus
ENSG00000113369,SL-0039,Cell membrane,Surface
ENSG00000113369,SL-0158,Lysosome,Cytoplasm
ENSG00000113369,SL-0094,Early endosome,Cytoplasm
ENSG00000113369,SL-0086,Cytoplasm,Cytoplasm
ENSG00000113369,SL-0101,Endosome,Cytoplasm
ENSG00000115306,SL-0086,Cytoplasm,Cytoplasm
ENSG00000115306,SL-0039,Cell membrane,Surface
ENSG00000119318,SL-0191,Nucleus,Nucleus
ENSG00000119318,SL-0086,Cytoplasm,Cytoplasm
ENSG00000119688,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000119688,SL-0157,Lysosome membrane,Cytoplasm
ENSG00000119917,SL-0173,Mitochondrion,Cytoplasm
ENSG00000119917,SL-0086,Cytoplasm,Cytoplasm
ENSG00000120725,SL-0096,Endoplasmic reticulum lumen,Cytoplasm
ENSG00000122012,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000124788,SL-0191,Nucleus,Nucleus
ENSG00000124788,SL-0086,Cytoplasm,Cytoplasm
ENSG00000125691,SL-0086,Cytoplasm,Cytoplasm
ENSG00000125788,SL-0243,Secreted,Secreted
ENSG00000125995,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000126705,SL-0191,Nucleus,Nucleus
ENSG00000126705,SL-0468,Chromosome,Nucleus
ENSG00000129810,SL-0191,Nucleus,Nucleus
ENSG00000129810,SL-0468,Chromosome,Nucleus
ENSG00000129810,SL-0086,Cytoplasm,Cytoplasm
ENSG00000135473,SL-0191,Nucleus,Nucleus
ENSG00000135473,SL-0086,Cytoplasm,Cytoplasm
ENSG00000143621,SL-0191,Nucleus,Nucleus
ENSG00000143621,SL-0086,Cytoplasm,Cytoplasm
ENSG00000144115,SL-0243,Secreted,Secreted
ENSG00000151229,SL-0039,Cell membrane,Surface
ENSG00000152219,SL-0086,Cytoplasm,Cytoplasm
ENSG00000156875,SL-0162,Membrane,Cytoplasm
ENSG00000158186,SL-0039,Cell membrane,Surface
ENSG00000159216,SL-0191,Nucleus,Nucleus
ENSG00000160703,SL-0172,Mitochondrion outer membrane,Cytoplasm
ENSG00000162512,SL-0039,Cell membrane,Surface
ENSG00000163075,SL-0086,Cytoplasm,Cytoplasm
ENSG00000163273,SL-0243,Secreted,Secreted
ENSG00000163394,SL-0039,Cell membrane,Surface
ENSG00000163481,SL-0086,Cytoplasm,Cytoplasm
ENSG00000165392,SL-0191,Nucleus,Nucleus
ENSG00000165392,SL-0468,Chromosome,Nucleus
ENSG00000167851,SL-0039,Cell membrane,Surface
ENSG00000167862,SL-0173,Mitochondrion,Cytoplasm
ENSG00000168646,SL-0086,Cytoplasm,Cytoplasm
ENSG00000168843,SL-0243,Secreted,Secreted
ENSG00000169006,SL-0039,Cell membrane,Surface
ENSG00000169217,SL-0191,Nucleus,Nucleus
ENSG00000169217,SL-0086,Cytoplasm,Cytoplasm
ENSG00000171729,SL-0162,Membrane,Cytoplasm
ENSG00000171944,SL-0039,Cell membrane,Surface
ENSG00000173157,SL-0243,Secreted,Secreted
ENSG00000175866,SL-0280,Cell projection,Cytoplasm
ENSG00000175866,SL-0086,Cytoplasm,Cytoplasm
ENSG00000175866,SL-0162,Membrane,Cytoplasm
ENSG00000176198,SL-0039,Cell membrane,Surface
ENSG00000176444,SL-0191,Nucleus,Nucleus
ENSG00000176444,SL-0186,Nucleus speckle,Nucleus
ENSG00000179152,SL-0173,Mitochondrion,Cytoplasm
ENSG00000181690,SL-0191,Nucleus,Nucleus
ENSG00000181698,SL-0039,Cell membrane,Surface
ENSG00000182366,SL-0162,Membrane,Cytoplasm
ENSG00000182459,SL-0086,Cytoplasm,Cytoplasm
ENSG00000183207,SL-0162,Membrane,Cytoplasm
ENSG00000183207,SL-0086,Cytoplasm,Cytoplasm
ENSG00000183207,SL-0542,Dynein axonemal particle,Cytoplasm
ENSG00000183207,SL-0191,Nucleus,Nucleus
ENSG00000183207,SL-0181,Nucleus matrix,Nucleus
ENSG00000186462,SL-0191,Nucleus,Nucleus
ENSG00000189299,SL-0191,Nucleus,Nucleus
ENSG00000197498,SL-0191,Nucleus,Nucleus
ENSG00000197838,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000197838,SL-0165,Microsome membrane,Cytoplasm
ENSG00000198130,SL-0173,Mitochondrion,Cytoplasm
ENSG00000198838,SL-0241,Sarcoplasmic reticulum membrane,Cytoplasm
ENSG00000203970,SL-0243,Secreted,Secreted
ENSG00000205277,SL-0162,Membrane,Cytoplasm
ENSG00000205795,SL-0280,Cell projection,Cytoplasm
ENSG00000205795,SL-0086,Cytoplasm,Cytoplasm
ENSG00000211819,SL-0039,Cell membrane,Surface
ENSG00000211972,SL-0243,Secreted,Secreted
ENSG00000211972,SL-0039,Cell membrane,Surface
ENSG00000213005,SL-0086,Cytoplasm,Cytoplasm
ENSG00000213020,SL-0191,Nucleus,Nucleus
ENSG00000214102,SL-0191,Nucleus,Nucleus
ENSG00000214826,SL-0191,Nucleus,Nucleus
ENSG00000215182,SL-0243,Secreted,Secreted
ENSG00000224831,SL-0162,Membrane,Cytoplasm
ENSG00000232593,SL-0162,Membrane,Cytoplasm
ENSG00000239855,SL-0243,Secreted,Secreted
ENSG00000239855,SL-0039,Cell membrane,Surface
ENSG00000243543,SL-0243,Secreted,Secreted
ENSG00000254999,SL-0086,Cytoplasm,Cytoplasm
ENSG00000256294,SL-0191,Nucleus,Nucleus
ENSG00000256553,SL-0039,Cell membrane,Surface
ENSG00000274576,SL-0243,Secreted,Secreted
ENSG00000274576,SL-0039,Cell membrane,Surface
ENSG00000001497,SL-0191,Nucleus,Nucleus
ENSG00000001497,SL-0086,Cytoplasm,Cytoplasm
ENSG00000006125,SL-0039,Cell membrane,Surface
ENSG00000006125,SL-0162,Membrane,Cytoplasm
ENSG00000038382,SL-0280,Cell projection,Cytoplasm
ENSG00000038382,SL-0086,Cytoplasm,Cytoplasm
ENSG00000043462,SL-0086,Cytoplasm,Cytoplasm
ENSG00000053918,SL-0026,Basolateral cell membrane,Surface
ENSG00000053918,SL-0039,Cell membrane,Surface
ENSG00000053918,SL-0094,Early endosome,Cytoplasm
ENSG00000053918,SL-0015,Apical cell membrane,Surface
ENSG00000053918,SL-0370,Membrane raft,Cytoplasm
ENSG00000053918,SL-0095,Endoplasmic reticulum,Cytoplasm
ENSG00000053918,SL-0089,Cytoplasmic vesicle membrane,Cytoplasm
ENSG00000054219,SL-0162,Membrane,Cytoplasm
ENSG00000054282,SL-0038,Cell junction,Cytoplasm
ENSG00000054282,SL-0086,Cytoplasm,Cytoplasm
ENSG00000082684,SL-0162,Membrane,Cytoplasm
ENSG00000085563,SL-0015,Apical cell membrane,Surface
ENSG00000085563,SL-0086,Cytoplasm,Cytoplasm
ENSG00000085563,SL-0039,Cell membrane,Surface
ENSG00000099785,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000099785,SL-0039,Cell membrane,Surface
ENSG00000099785,SL-0134,Golgi apparatus membrane,Cytoplasm
ENSG00000099785,SL-0157,Lysosome membrane,Cytoplasm
ENSG00000101292,SL-0039,Cell membrane,Surface
ENSG00000101384,SL-0039,Cell membrane,Surface
ENSG00000101384,SL-0162,Membrane,Cytoplasm
ENSG00000105229,SL-0191,Nucleus,Nucleus
ENSG00000105520,SL-0162,Membrane,Cytoplasm
ENSG00000107147,SL-0039,Cell membrane,Surface
ENSG00000110077,SL-0162,Membrane,Cytoplasm
ENSG00000112276,SL-0153,Lateral cell membrane,Surface
ENSG00000112276,SL-0038,Cell junction,Cytoplasm
ENSG00000112276,SL-0039,Cell membrane,Surface
ENSG00000112276,SL-0162,Membrane,Cytoplasm
ENSG00000116514,SL-0282,Cytoplasmic granule membrane,Unknown
ENSG00000116514,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000116852,SL-0280,Cell projection,Cytoplasm
ENSG00000116852,SL-0086,Cytoplasm,Cytoplasm
ENSG00000116852,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000118181,SL-0086,Cytoplasm,Cytoplasm
ENSG00000126858,SL-0172,Mitochondrion outer membrane,Cytoplasm
ENSG00000130827,SL-0039,Cell membrane,Surface
ENSG00000133275,SL-0086,Cytoplasm,Cytoplasm
ENSG00000135945,SL-0191,Nucleus,Nucleus
ENSG00000136819,SL-0191,Nucleus,Nucleus
ENSG00000136819,SL-0468,Chromosome,Nucleus
ENSG00000136854,SL-0086,Cytoplasm,Cytoplasm
ENSG00000136854,SL-0162,Membrane,Cytoplasm
ENSG00000136859,SL-0243,Secreted,Secreted
ENSG00000137166,SL-0191,Nucleus,Nucleus
ENSG00000138286,SL-0280,Cell projection,Cytoplasm
ENSG00000140932,SL-0162,Membrane,Cytoplasm
ENSG00000140945,SL-0039,Cell membrane,Surface
ENSG00000142082,SL-0170,Mitochondrion matrix,Cytoplasm
ENSG00000142864,SL-0191,Nucleus,Nucleus
ENSG00000142864,SL-0086,Cytoplasm,Cytoplasm
ENSG00000144452,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000144452,SL-0134,Golgi apparatus membrane,Cytoplasm
ENSG00000144810,SL-0243,Secreted,Secreted
ENSG00000159261,SL-0038,Cell junction,Cytoplasm
ENSG00000159261,SL-0039,Cell membrane,Surface
ENSG00000159263,SL-0191,Nucleus,Nucleus
ENSG00000162736,SL-0161,Melanosome,Cytoplasm
ENSG00000162736,SL-0089,Cytoplasmic vesicle membrane,Cytoplasm
ENSG00000162736,SL-0162,Membrane,Cytoplasm
ENSG00000163694,SL-0191,Nucleus,Nucleus
ENSG00000163694,SL-0086,Cytoplasm,Cytoplasm
ENSG00000167740,SL-0243,Secreted,Secreted
ENSG00000167770,SL-0086,Cytoplasm,Cytoplasm
ENSG00000167920,SL-0162,Membrane,Cytoplasm
ENSG00000168028,SL-0191,Nucleus,Nucleus
ENSG00000168028,SL-0086,Cytoplasm,Cytoplasm
ENSG00000168028,SL-0039,Cell membrane,Surface
ENSG00000168958,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000168958,SL-0172,Mitochondrion outer membrane,Cytoplasm
ENSG00000168958,SL-0204,Peroxisome,Cytoplasm
ENSG00000170801,SL-0243,Secreted,Secreted
ENSG00000171446,SL-0086,Cytoplasm,Cytoplasm
ENSG00000178235,SL-0258,Synapse,Cytoplasm
ENSG00000178235,SL-0162,Membrane,Cytoplasm
ENSG00000179950,SL-0191,Nucleus,Nucleus
ENSG00000184786,SL-0281,Cytoplasmic granule,Cytoplasm
ENSG00000184786,SL-0086,Cytoplasm,Cytoplasm
ENSG00000184786,SL-0162,Membrane,Cytoplasm
ENSG00000185608,SL-0173,Mitochondrion,Cytoplasm
ENSG00000185792,SL-0086,Cytoplasm,Cytoplasm
ENSG00000185792,SL-0488,Inflammasome,Cytoplasm
ENSG00000186230,SL-0191,Nucleus,Nucleus
ENSG00000187123,SL-0280,Cell projection,Cytoplasm
ENSG00000187123,SL-0039,Cell membrane,Surface
ENSG00000187123,SL-0258,Synapse,Cytoplasm
ENSG00000187123,SL-0086,Cytoplasm,Cytoplasm
ENSG00000187123,SL-0370,Membrane raft,Cytoplasm
ENSG00000187123,SL-0243,Secreted,Secreted
ENSG00000187123,SL-0197,Perikaryon,Cytoplasm
ENSG00000188313,SL-0191,Nucleus,Nucleus
ENSG00000188313,SL-0086,Cytoplasm,Cytoplasm
ENSG00000188313,SL-0039,Cell membrane,Surface
ENSG00000189190,SL-0191,Nucleus,Nucleus
ENSG00000196363,SL-0191,Nucleus,Nucleus
ENSG00000197976,SL-0186,Nucleus speckle,Nucleus
ENSG00000204161,SL-0162,Membrane,Cytoplasm
ENSG00000204427,SL-0162,Membrane,Cytoplasm
ENSG00000205352,SL-0191,Nucleus,Nucleus
ENSG00000205903,SL-0191,Nucleus,Nucleus
ENSG00000211720,SL-0039,Cell membrane,Surface
ENSG00000215845,SL-0086,Cytoplasm,Cytoplasm
ENSG00000223614,SL-0191,Nucleus,Nucleus
ENSG00000225781,SL-0039,Cell membrane,Surface
ENSG00000232237,SL-0191,Nucleus,Nucleus
ENSG00000235156,SL-0162,Membrane,Cytoplasm
ENSG00000237621,SL-0039,Cell membrane,Surface
ENSG00000254737,SL-0039,Cell membrane,Surface
ENSG00000256463,SL-0191,Nucleus,Nucleus
ENSG00000273213,SL-0191,Nucleus,Nucleus
ENSG00000278023,SL-0191,Nucleus,Nucleus
ENSG00000278023,SL-0086,Cytoplasm,Cytoplasm
ENSG00000278196,SL-0243,Secreted,Secreted
ENSG00000278196,SL-0039,Cell membrane,Surface
ENSG00000284770,SL-0086,Cytoplasm,Cytoplasm
ENSG00000022267,SL-0191,Nucleus,Nucleus
ENSG00000022267,SL-0086,Cytoplasm,Cytoplasm
ENSG00000048405,SL-0191,Nucleus,Nucleus
ENSG00000055950,SL-0173,Mitochondrion,Cytoplasm
ENSG00000060339,SL-0086,Cytoplasm,Cytoplasm
ENSG00000072210,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000072210,SL-0165,Microsome membrane,Cytoplasm
ENSG00000072778,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000079739,SL-0086,Cytoplasm,Cytoplasm
ENSG00000084754,SL-0173,Mitochondrion,Cytoplasm
ENSG00000084754,SL-0168,Mitochondrion inner membrane,Cytoplasm
ENSG00000089289,SL-0086,Cytoplasm,Cytoplasm
ENSG00000092445,SL-0039,Cell membrane,Surface
ENSG00000100395,SL-0191,Nucleus,Nucleus
ENSG00000100678,SL-0280,Cell projection,Cytoplasm
ENSG00000100678,SL-0039,Cell membrane,Surface
ENSG00000100678,SL-0086,Cytoplasm,Cytoplasm
ENSG00000100678,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000100678,SL-0038,Cell junction,Cytoplasm
ENSG00000100678,SL-0172,Mitochondrion outer membrane,Cytoplasm
ENSG00000100678,SL-0197,Perikaryon,Cytoplasm
ENSG00000100941,SL-0038,Cell junction,Cytoplasm
ENSG00000100941,SL-0186,Nucleus speckle,Nucleus
ENSG00000102098,SL-0191,Nucleus,Nucleus
ENSG00000107175,SL-0191,Nucleus,Nucleus
ENSG00000107175,SL-0097,Endoplasmic reticulum membrane,Cytoplasm
ENSG00000107175,SL-0132,Golgi apparatus,Cytoplasm
ENSG00000107175,SL-0086,Cytoplasm,Cytoplasm
ENSG00000107201,SL-0280,Cell projection,Cytoplasm
ENSG00000107201,SL-0086,Cytoplasm,Cytoplasm
ENSG00000107201,SL-0038,Cell junction,Cytoplasm
ENSG00000107864,SL-0280,Cell projection,Cytoplasm
ENSG00000107864,SL-0297,Postsynaptic density,Cytoplasm
ENSG00000107864,SL-0258,Synapse,Cytoplasm
ENSG00000107864,SL-0086,Cytoplasm,Cytoplasm
ENSG00000107864,SL-0191,Nucleus,Nucleus
ENSG00000110497,SL-0173,Mitochondrion,Cytoplasm
ENSG00000110497,SL-0086,Cytoplasm,Cytoplasm
ENSG00000110497,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000110497,SL-0038,Cell junction,Cytoplasm
ENSG00000110497,SL-0095,Endoplasmic reticulum,Cytoplasm
ENSG00000110497,SL-0191,Nucleus,Nucleus
ENSG00000112238,SL-0191,Nucleus,Nucleus
ENSG00000112486,SL-0310,Cell surface,Surface
ENSG00000112486,SL-0039,Cell membrane,Surface
ENSG00000115694,SL-0132,Golgi apparatus,Cytoplasm
ENSG00000115694,SL-0086,Cytoplasm,Cytoplasm
ENSG00000116977,SL-0088,Cytoplasmic vesicle,Cytoplasm
ENSG00000116977,SL-0086,Cytoplasm,Cytoplasm
ENSG00000117222,SL-0191,Nucleus,Nucleus
ENSG00000122565,SL-0191,Nucleus,Nucleus
ENSG00000134198,SL-0162,Membrane,Cytoplasm
ENSG00000134461,SL-0191,Nucleus,Nucleus
ENSG00000134461,SL-0086,Cytoplasm,Cytoplasm
ENSG00000134533,SL-0086,Cytoplasm,Cytoplasm
ENSG00000135269,SL-0038,Cell junction,Cytoplasm
ENSG00000135269,SL-0086,Cytoplasm,Cytoplasm
ENSG00000137714,SL-0170,Mitochondrion matrix,Cytoplasm
ENSG00000138375,SL-0191,Nucleus,Nucleus
ENSG00000143995,SL-0191,Nucleus,Nucleus
ENSG00000144061,SL-0038,Cell junction,Cytoplasm
ENSG00000144061,SL-0086,Cytoplasm,Cytoplasm
ENSG00000144061,SL-0280,Cell projection,Cytoplasm
ENSG00000146063,SL-0191,Nucleus,Nucleus
ENSG00000146063,SL-0086,Cytoplasm,Cytoplasm
ENSG00000146950,SL-0038,Cell junction,Cytoplasm
ENSG00000146950,SL-0015,Apical cell membrane,Surface
ENSG00000146950,SL-0086,Cytoplasm,Cytoplasm
ENSG00000147394,SL-0038,Cell junction,Cytoplasm
ENSG00000147394,SL-0086,Cytoplasm,Cytoplasm
ENSG00000147697,SL-0086,Cytoplasm,Cytoplasm
ENSG00000147697,SL-0039,Cell membrane,Surface
ENSG00000151208,SL-0038,Cell junction,Cytoplasm
ENSG00000151208,SL-0086,Cytoplasm,Cytoplasm
ENSG00000151208,SL-0039,Cell membrane,Surface
